case,model1_ts,model2_ts,ppl_diff,avgnll_diff,total_diff
Compress_18,20251218_075532,20251218_075543,0.012353490944129852,0.012222941761210365,0.02457643270534022
JacksonDatabind_77,20251218_075532,20251218_075543,0.01242484868733773,0.012124767473606295,0.024549616160944025
Time_22,20251218_075532,20251218_075543,0.01241446276364111,0.012121135017182351,0.02453559778082346
JacksonDatabind_33,20251218_075532,20251218_075543,0.012302742324704408,0.012186457431309462,0.02448919975601387
JxPath_14,20251218_075532,20251218_075543,0.012319178917241214,0.012159081010069878,0.02447825992731109
Math_25,20251218_075532,20251218_075543,0.012334389490159081,0.012109009809220073,0.024443399299379154
JacksonCore_19,20251218_075532,20251218_075543,0.012245079263847325,0.012147199944593012,0.024392279208440337
Lang_42,20251218_075532,20251218_075543,0.012224968772631462,0.012014649677100047,0.024239618449731506
Closure_45,20251218_075532,20251218_075543,0.01215993182002384,0.012001207755066644,0.024161139575090484
Cli_23,20251218_075532,20251218_075543,0.012151234688008827,0.011964791746252508,0.024116026434261334
Math_62,20251218_075532,20251218_075543,0.012046607460204584,0.011868757644710183,0.023915365104914765
Closure_100,20251218_075532,20251218_075543,0.011980367235452372,0.01185090912369034,0.023831276359142714
Jsoup_8,20251218_075532,20251218_075543,0.01216482080036374,0.01165767193254677,0.02382249273291051
Math_21,20251218_075532,20251218_075543,0.011893460051164428,0.011775695154508409,0.023669155205672837
JacksonDatabind_67,20251218_075532,20251218_075543,0.011881182658929124,0.011758682936531182,0.023639865595460306
Collections_14,20251218_075532,20251218_075543,0.011855355688091596,0.011772978000151806,0.0236283336882434
Closure_12,20251218_075532,20251218_075543,0.011999931823470478,0.011490639868904563,0.02349057169237504
Codec_6,20251218_075532,20251218_075543,0.011793559507076834,0.011651363484810783,0.023444922991887617
Closure_87,20251218_075532,20251218_075543,0.011870224255824402,0.011517233664631175,0.023387457920455577
Jsoup_57,20251218_075532,20251218_075543,0.011727568137470668,0.011634628440058508,0.023362196577529176
Time_24,20251218_075532,20251218_075543,0.011682440895851798,0.011390539635972731,0.02307298053182453
JacksonDatabind_46,20251218_075532,20251218_075543,0.011516782095229994,0.011386395159264592,0.022903177254494585
Lang_57,20251218_075532,20251218_075543,0.011399975757618863,0.01127439680414655,0.022674372561765414
Lang_33,20251218_075532,20251218_075543,0.011426686471131431,0.01120286460580497,0.0226295510769364
Jsoup_47,20251218_075532,20251218_075543,0.011288606815741176,0.0112109201573579,0.022499526973099076
Math_24,20251218_075532,20251218_075543,0.011297562367543978,0.011196923194787193,0.02249448556233117
Cli_15,20251218_075532,20251218_075543,0.011447795381099635,0.011035994077820032,0.022483789458919667
Lang_59,20251218_075532,20251218_075543,0.01120086338235815,0.011114152902634046,0.022315016284992197
Math_87,20251218_075532,20251218_075543,0.011220011462244495,0.011046956184405635,0.022266967646650128
Closure_64,20251218_075532,20251218_075543,0.011247930644465054,0.010893224499306148,0.022141155143771202
Chart_18,20251218_075532,20251218_075543,0.011003183454355803,0.010844274016095397,0.0218474574704512
Cli_13,20251218_075532,20251218_075543,0.010964378595798463,0.010881257680388027,0.021845636276186492
Compress_27,20251218_075532,20251218_075543,0.010966190679674304,0.010796657183524853,0.021762847863199156
Lang_7,20251218_075532,20251218_075543,0.010926058568438979,0.010833393844591099,0.021759452413030077
Jsoup_6,20251218_075532,20251218_075543,0.01092457662272217,0.010733898319742086,0.021658474942464256
Time_14,20251218_075532,20251218_075543,0.010859977553401512,0.010738045672139637,0.02159802322554115
Math_42,20251218_075532,20251218_075543,0.010752666846495673,0.01064433306829075,0.021396999914786424
Math_89,20251218_075532,20251218_075543,0.010888924443320125,0.010333861480295123,0.021222785923615248
Closure_138,20251218_075532,20251218_075543,0.010663984646876123,0.010549476284126776,0.0212134609310029
Jsoup_46,20251218_075532,20251218_075543,0.01052428538968786,0.010464276894356328,0.020988562284044186
Math_98,20251218_075532,20251218_075543,0.010501363682437814,0.010438855344612278,0.020940219027050094
Closure_56,20251218_075532,20251218_075543,0.010491312290575427,0.01041099061603794,0.020902302906613365
Closure_174,20251218_075532,20251218_075543,0.010495216951635689,0.01034498153484031,0.020840198486476
Csv_14,20251218_075532,20251218_075543,0.010434267646003859,0.010342221579784048,0.020776489225787904
Lang_34,20251218_075532,20251218_075543,0.010436906173311167,0.01030007635618185,0.020736982529493016
Collections_4,20251218_075532,20251218_075543,0.010409604637694025,0.010321203667173911,0.020730808304867936
Closure_42,20251218_075532,20251218_075543,0.010631737462629687,0.010082583658009854,0.02071432112063954
Closure_121,20251218_075532,20251218_075543,0.010387459998628445,0.010314782765962755,0.0207022427645912
Closure_23,20251218_075532,20251218_075543,0.010378839706778997,0.010286846066930613,0.02066568577370961
Compress_41,20251218_075532,20251218_075543,0.010343807885794476,0.01026629050238588,0.020610098388180356
Jsoup_19,20251218_075532,20251218_075543,0.010442045561931401,0.010138905388759018,0.02058095095069042
Closure_74,20251218_075532,20251218_075543,0.010286420422896514,0.010219223693841033,0.020505644116737547
Cli_30,20251218_075532,20251218_075543,0.010265944858355303,0.010150495177792481,0.020416440036147784
Jsoup_88,20251218_075532,20251218_075543,0.01031712517133121,0.010086693546988747,0.020403818718319956
JxPath_10,20251218_075532,20251218_075543,0.010252347448452603,0.009963968076441152,0.020216315524893756
Cli_17,20251218_075532,20251218_075543,0.010091319989208092,0.010011635393403735,0.020102955382611826
Csv_10,20251218_075532,20251218_075543,0.010160522416639006,0.009847151972081539,0.020007674388720545
JacksonCore_17,20251218_075532,20251218_075543,0.010032869086384233,0.009787482132261535,0.019820351218645768
Closure_47,20251218_075532,20251218_075543,0.009927741568374504,0.009844519849905793,0.0197722614182803
Math_93,20251218_075532,20251218_075543,0.009792450136595798,0.00966815791108074,0.01946060804767654
Jsoup_37,20251218_075532,20251218_075543,0.009755006157990964,0.009685352732315947,0.01944035889030691
Lang_12,20251218_075532,20251218_075543,0.009751437435390642,0.009663141139257163,0.019414578574647803
JacksonDatabind_32,20251218_075532,20251218_075543,0.009721694736029907,0.009648472885601223,0.01937016762163113
Lang_35,20251218_075532,20251218_075543,0.009652174436618255,0.009540568700510302,0.019192743137128557
Math_78,20251218_075532,20251218_075543,0.00963300420745683,0.009540163868604257,0.019173168076061085
Closure_17,20251218_075532,20251218_075543,0.009527294284148669,0.009420816690344967,0.018948110974493636
JacksonDatabind_57,20251218_075532,20251218_075543,0.009380816161047578,0.00931446568380248,0.01869528184485006
Closure_27,20251218_075532,20251218_075543,0.009405060377715602,0.00926950678490756,0.01867456716262316
Jsoup_14,20251218_075532,20251218_075543,0.009415794950020429,0.009228027206357098,0.018643822156377526
Cli_14,20251218_075532,20251218_075543,0.009302850342734814,0.009210601627454728,0.01851345197018954
Jsoup_93,20251218_075532,20251218_075543,0.009240974436775184,0.009105646859824795,0.01834662129659998
Cli_37,20251218_075532,20251218_075543,0.009270083442689758,0.009017729726600907,0.018287813169290665
Closure_19,20251218_075532,20251218_075543,0.009168544012057245,0.009098202930927772,0.018266746942985017
Gson_16,20251218_075532,20251218_075543,0.009215603055329646,0.009024498470620635,0.01824010152595028
Time_13,20251218_075532,20251218_075543,0.009148010257752581,0.009053778829466966,0.018201789087219547
JacksonDatabind_71,20251218_075532,20251218_075543,0.00903488827273935,0.008989643480441314,0.018024531753180664
Jsoup_22,20251218_075532,20251218_075543,0.009045598817161382,0.00894443283365716,0.01799003165081854
Mockito_7,20251218_075532,20251218_075543,0.009242718089830904,0.008707895121731597,0.0179506132115625
Gson_17,20251218_075532,20251218_075543,0.008941816875907671,0.008888771328750846,0.017830588204658517
Closure_88,20251218_075532,20251218_075543,0.009096645231625677,0.00870233820952554,0.017798983441151217
Jsoup_44,20251218_075532,20251218_075543,0.00894697065161787,0.008634514344763429,0.0175814849963813
Math_49,20251218_075532,20251218_075543,0.008778989536760928,0.008720579801053023,0.01749956933781395
Codec_17,20251218_075532,20251218_075543,0.008728479980377513,0.008654237842461089,0.0173827178228386
Closure_147,20251218_075532,20251218_075543,0.008721681083642574,0.008617214296538576,0.01733889538018115
Compress_37,20251218_075532,20251218_075543,0.008618044148936521,0.008520233185185754,0.017138277334122275
Closure_25,20251218_075532,20251218_075543,0.008696643062582776,0.008405344790050718,0.017101987852633494
Jsoup_12,20251218_075532,20251218_075543,0.008458001385045266,0.00830905928315424,0.016767060668199506
Cli_24,20251218_075532,20251218_075543,0.008392305105310749,0.008309298062812002,0.01670160316812275
Cli_33,20251218_075532,20251218_075543,0.008314997103451294,0.008165234582036987,0.016480231685488282
Jsoup_83,20251218_075532,20251218_075543,0.008311254447731287,0.008108151283547936,0.016419405731279223
Closure_14,20251218_075532,20251218_075543,0.008217296334669832,0.008152505445436668,0.0163698017801065
Codec_15,20251218_075532,20251218_075543,0.008197855114372432,0.008130779239058797,0.01632863435343123
JacksonDatabind_91,20251218_075532,20251218_075543,0.008204189438807408,0.008073996364011536,0.016278185802818944
Csv_11,20251218_075532,20251218_075543,0.008172328836047793,0.008074295830740926,0.01624662466678872
Cli_19,20251218_075532,20251218_075543,0.008061563731755816,0.007986032311901724,0.01604759604365754
Lang_29,20251218_075532,20251218_075543,0.008051743412512913,0.0079865384887863,0.01603828190129921
Codec_3,20251218_075532,20251218_075543,0.008042148098584612,0.00798968379165646,0.01603183189024107
Csv_8,20251218_075532,20251218_075543,0.00804210707805253,0.007963435218393466,0.016005542296445997
Time_7,20251218_075532,20251218_075543,0.00804246809024689,0.00795771109303297,0.01600017918327986
Closure_51,20251218_075532,20251218_075543,0.008053635161632933,0.007941764421450767,0.0159953995830837
JacksonDatabind_108,20251218_075532,20251218_075543,0.008068408474801503,0.007917172881378524,0.01598558135618003
Lang_53,20251218_075532,20251218_075543,0.00796806812934836,0.007897908256728217,0.015865976386076577
Closure_11,20251218_075532,20251218_075543,0.007999247987706681,0.00780642982245584,0.01580567781016252
Jsoup_21,20251218_075532,20251218_075543,0.007942872642501042,0.007850126625308622,0.015792999267809665
Mockito_20,20251218_075532,20251218_075543,0.007857337386030894,0.007799500562783044,0.015656837948813937
Mockito_35,20251218_075532,20251218_075543,0.007845706063196012,0.007755389300788321,0.015601095363984333
Closure_101,20251218_075532,20251218_075543,0.007711776305046936,0.007656325053313093,0.015368101358360028
JxPath_22,20251218_075532,20251218_075543,0.007720131863961699,0.007619121231629182,0.015339253095590881
Jsoup_35,20251218_075532,20251218_075543,0.0076746416341209045,0.007600300192083203,0.015274941826204107
JacksonCore_14,20251218_075532,20251218_075543,0.0076484872024285,0.0075408166587347305,0.01518930386116323
Jsoup_49,20251218_075532,20251218_075543,0.007613825567810872,0.007363013091712441,0.014976838659523314
Cli_38,20251218_075532,20251218_075543,0.0075345628673373355,0.007435272820392132,0.014969835687729468
Lang_38,20251218_075532,20251218_075543,0.007537248782826911,0.007388220691099401,0.014925469473926312
JxPath_21,20251218_075532,20251218_075543,0.007528707279080393,0.0073836379205375925,0.014912345199617986
Cli_26,20251218_075532,20251218_075543,0.007479045061100198,0.0074008604219137145,0.014879905483013912
Math_84,20251218_075532,20251218_075543,0.007516235994358356,0.007361548423131997,0.014877784417490353
Math_82,20251218_075532,20251218_075543,0.007457681065843991,0.007402819016926147,0.014860500082770137
Time_6,20251218_075532,20251218_075543,0.007531994030961275,0.007314078943732358,0.014846072974693633
Math_57,20251218_075532,20251218_075543,0.007426493824747471,0.007340882650830528,0.014767376475578
Closure_70,20251218_075532,20251218_075543,0.0074319530050690474,0.00728705914150353,0.014719012146572577
Chart_22,20251218_075532,20251218_075543,0.007405209977526583,0.007278732208117707,0.01468394218564429
Cli_18,20251218_075532,20251218_075543,0.0073494249762200425,0.007279425663201394,0.014628850639421436
Compress_19,20251218_075532,20251218_075543,0.007320528952386995,0.00726772329772068,0.014588252250107675
Closure_38,20251218_075532,20251218_075543,0.007309886506728258,0.007212083908281959,0.014521970415010218
Closure_142,20251218_075532,20251218_075543,0.0073121869927421645,0.007191534573212265,0.01450372156595443
JacksonDatabind_8,20251218_075532,20251218_075543,0.00732061542914364,0.007119235320129251,0.01443985074927289
Mockito_4,20251218_075532,20251218_075543,0.007238001053138765,0.007170723233281113,0.014408724286419879
Closure_120,20251218_075532,20251218_075543,0.007464314416540496,0.0068903204120673855,0.014354634828607882
Closure_166,20251218_075532,20251218_075543,0.007056542537220434,0.006957309197671922,0.014013851734892356
JacksonCore_7,20251218_075532,20251218_075543,0.007010419596588546,0.006857540591196136,0.013867960187784682
Closure_122,20251218_075532,20251218_075543,0.007069000421617622,0.006718086178774119,0.01378708660039174
Codec_1,20251218_075532,20251218_075543,0.006892725956458845,0.006864128481789395,0.01375685443824824
Closure_103,20251218_075532,20251218_075543,0.006921167818668916,0.006813868993159498,0.013735036811828414
JacksonDatabind_69,20251218_075532,20251218_075543,0.0067721488182446166,0.006715866460261281,0.013488015278505898
JacksonDatabind_24,20251218_075532,20251218_075543,0.006784557941103664,0.0066844267169321615,0.013468984658035825
Closure_119,20251218_075532,20251218_075543,0.006752670165832919,0.006694193679826887,0.013446863845659806
Math_27,20251218_075532,20251218_075543,0.0067891561443955695,0.006638702236372848,0.013427858380768418
Mockito_3,20251218_075532,20251218_075543,0.006631821247055081,0.006545014643657577,0.013176835890712658
Compress_20,20251218_075532,20251218_075543,0.006599985644293982,0.006543175162143942,0.013143160806437924
JacksonDatabind_19,20251218_075532,20251218_075543,0.0065282320746469225,0.006495114352277308,0.01302334642692423
Jsoup_60,20251218_075532,20251218_075543,0.0065577960309850525,0.006456624578546595,0.013014420609531648
Closure_77,20251218_075532,20251218_075543,0.006509889686658665,0.006484882038832809,0.012994771725491475
Closure_67,20251218_075532,20251218_075543,0.006594928675087264,0.006352348284386182,0.012947276959473446
JacksonCore_26,20251218_075532,20251218_075543,0.006530069249054193,0.006329053572131323,0.012859122821185516
Jsoup_89,20251218_075532,20251218_075543,0.006393273277877531,0.006294062138344419,0.01268733541622195
Chart_8,20251218_075532,20251218_075543,0.006346992291361042,0.0062337666461730595,0.012580758937534102
Math_13,20251218_075532,20251218_075543,0.006524623834928578,0.006019724428909842,0.01254434826383842
JacksonCore_10,20251218_075532,20251218_075543,0.006156632626791225,0.006052313600457044,0.012208946227248269
Math_83,20251218_075532,20251218_075543,0.006107352264360211,0.006064953170305034,0.012172305434665244
Closure_62,20251218_075532,20251218_075543,0.006030112878342653,0.00600811508260754,0.012038227960950193
Chart_5,20251218_075532,20251218_075543,0.0059006910044479,0.005868233584496629,0.011768924588944529
Jsoup_38,20251218_075532,20251218_075543,0.005826423672737002,0.005771377366531937,0.01159780103926894
Closure_152,20251218_075532,20251218_075543,0.005901258247657193,0.005674002327984672,0.011575260575641864
Collections_20,20251218_075532,20251218_075543,0.005739602297957891,0.00565751939038046,0.011397121688338351
Closure_8,20251218_075532,20251218_075543,0.005756476842980751,0.005636303319859086,0.011392780162839837
Closure_35,20251218_075532,20251218_075543,0.005626591442616791,0.005575767596068126,0.011202359038684917
Compress_9,20251218_075532,20251218_075543,0.005560370774096546,0.005511845873375743,0.011072216647472289
JacksonCore_20,20251218_075532,20251218_075543,0.005527785788288497,0.0054772737438727685,0.011005059532161266
Math_19,20251218_075532,20251218_075543,0.005507150478477829,0.005466704003445736,0.010973854481923565
JacksonDatabind_59,20251218_075532,20251218_075543,0.005481093640338441,0.00545538030564785,0.010936473945986291
Lang_26,20251218_075532,20251218_075543,0.00539044940136546,0.005338749427061815,0.010729198828427275
Compress_5,20251218_075532,20251218_075543,0.0053062453176095925,0.005272517232195087,0.01057876254980468
Math_38,20251218_075532,20251218_075543,0.005288894065788474,0.005269088354173702,0.010557982419962177
Cli_5,20251218_075532,20251218_075543,0.005263240750832399,0.005218589493984896,0.010481830244817296
Mockito_5,20251218_075532,20251218_075543,0.005211923583205769,0.005171285804354036,0.010383209387559805
Lang_1,20251218_075532,20251218_075543,0.005174882340237108,0.005141212577089382,0.01031609491732649
Chart_13,20251218_075532,20251218_075543,0.00513777363631851,0.005111868439967239,0.010249642076285748
JacksonDatabind_54,20251218_075532,20251218_075543,0.005113590478153407,0.005097533476019148,0.010211123954172556
Math_86,20251218_075532,20251218_075543,0.005091393679902412,0.005062428511465987,0.010153822191368398
Closure_128,20251218_075532,20251218_075543,0.005088526626320755,0.005000379973278358,0.010088906599599113
JacksonCore_1,20251218_075532,20251218_075543,0.005070364977056485,0.004998792322287178,0.010069157299343663
Math_65,20251218_075532,20251218_075543,0.005045368397940342,0.00501378082872555,0.01005914922666589
Compress_31,20251218_075532,20251218_075543,0.005032972369111377,0.005003491096780083,0.01003646346589146
Math_28,20251218_075532,20251218_075543,0.0049950412253463305,0.0049600147132835256,0.009955055938629855
Jsoup_68,20251218_075532,20251218_075543,0.0049788489682605075,0.004937974136439484,0.009916823104699992
Math_103,20251218_075532,20251218_075543,0.004949871369144931,0.004837095676586519,0.00978696704573145
Closure_96,20251218_075532,20251218_075543,0.004911893617607355,0.004831336016119157,0.009743229633726511
Gson_9,20251218_075532,20251218_075543,0.004845268298426797,0.0047700797810274025,0.0096153480794542
Closure_2,20251218_075532,20251218_075543,0.004821114379611302,0.004766140950516487,0.009587255330127789
Closure_3,20251218_075532,20251218_075543,0.004779613832052831,0.0047571513419838295,0.009536765174036661
Gson_6,20251218_075532,20251218_075543,0.004781443801643581,0.004744262297433892,0.009525706099077474
Jsoup_43,20251218_075532,20251218_075543,0.004777037127307482,0.00473472473660761,0.009511761863915093
Lang_6,20251218_075532,20251218_075543,0.004725405811487171,0.004667096630864563,0.009392502442351734
Math_54,20251218_075532,20251218_075543,0.004697357911726652,0.004619385348632932,0.009316743260359583
Chart_19,20251218_075532,20251218_075543,0.00460356971103959,0.004585261689148477,0.009188831400188068
JacksonDatabind_90,20251218_075532,20251218_075543,0.004616509673050384,0.004571678432804798,0.009188188105855182
JacksonDatabind_106,20251218_075532,20251218_075543,0.004652496435053388,0.004533486426999859,0.009185982862053247
Jsoup_45,20251218_075532,20251218_075543,0.00459107769258793,0.0045744564670782825,0.009165534159666214
Cli_12,20251218_075532,20251218_075543,0.004609035189763189,0.004491891495533161,0.00910092668529635
JacksonDatabind_88,20251218_075532,20251218_075543,0.004575415298302188,0.004491497195079127,0.009066912493381315
Lang_44,20251218_075532,20251218_075543,0.004526349489962556,0.00451098452322185,0.009037334013184406
Mockito_6,20251218_075532,20251218_075543,0.004510804496806742,0.004483870964162891,0.008994675460969633
Compress_8,20251218_075532,20251218_075543,0.004486255866630762,0.004409271576970809,0.00889552744360157
Math_101,20251218_075532,20251218_075543,0.004456079695261739,0.004438289473058459,0.008894369168320197
JacksonDatabind_17,20251218_075532,20251218_075543,0.00439652338922647,0.004358935087290946,0.008755458476517416
Lang_50,20251218_075532,20251218_075543,0.004382058898753316,0.004354904921307772,0.008736963820061089
Closure_99,20251218_075532,20251218_075543,0.004331355537650072,0.004293003857603463,0.008624359395253536
Math_60,20251218_075532,20251218_075543,0.004367298749448079,0.0042260670011190285,0.008593365750567107
Math_32,20251218_075532,20251218_075543,0.004227147336177239,0.004199087797481387,0.008426235133658627
JacksonCore_8,20251218_075532,20251218_075543,0.00422142886468424,0.004188385722683925,0.008409814587368166
Closure_33,20251218_075532,20251218_075543,0.004202758657337435,0.004159834720151115,0.00836259337748855
JacksonDatabind_99,20251218_075532,20251218_075543,0.0041556154531978695,0.004137779716511758,0.008293395169709627
Closure_73,20251218_075532,20251218_075543,0.004128072897910728,0.004107362691910995,0.008235435589821724
JacksonDatabind_95,20251218_075532,20251218_075543,0.004098359458596379,0.004078333480633266,0.008176692939229645
Compress_23,20251218_075532,20251218_075543,0.004124660463975527,0.004044067827004488,0.008168728290980014
Math_73,20251218_075532,20251218_075543,0.004110320772289455,0.004052397563772276,0.008162718336061732
JacksonDatabind_41,20251218_075532,20251218_075543,0.004108426173032864,0.004027187266740964,0.008135613439773828
Closure_107,20251218_075532,20251218_075543,0.00404755350234387,0.0040119714095812895,0.008059524911925159
JacksonDatabind_44,20251218_075532,20251218_075543,0.004048737621690446,0.004010476915011385,0.00805921453670183
JacksonDatabind_61,20251218_075532,20251218_075543,0.004017061030433089,0.003998383064754307,0.008015444095187396
Lang_16,20251218_075532,20251218_075543,0.0039386479684218045,0.003912804059714198,0.007851452028136002
Gson_2,20251218_075532,20251218_075543,0.0039318709509479355,0.0039060464532512636,0.007837917404199198
Mockito_27,20251218_075532,20251218_075543,0.003936635230282537,0.0038898744492482373,0.007826509679530774
Math_48,20251218_075532,20251218_075543,0.003877915890531547,0.0038245574167338377,0.007702473307265385
JacksonDatabind_9,20251218_075532,20251218_075543,0.003852073842120829,0.0037997255396487115,0.00765179938176954
Lang_61,20251218_075532,20251218_075543,0.0038342272368658836,0.003813223284612845,0.007647450521478728
Math_26,20251218_075532,20251218_075543,0.0036794447614358905,0.003630442016930276,0.0073098867783661665
JacksonDatabind_28,20251218_075532,20251218_075543,0.0036376103366535517,0.003624878033143294,0.007262488369796845
Math_102,20251218_075532,20251218_075543,0.0036753239341815735,0.0035790486573433686,0.007254372591524942
Cli_39,20251218_075532,20251218_075543,0.0036166765704250814,0.003588369536931117,0.007205046107356198
Chart_25,20251218_075532,20251218_075543,0.0035876819503601887,0.0035709081128341693,0.007158590063194358
Lang_55,20251218_075532,20251218_075543,0.003560367554910737,0.0035453996512384827,0.00710576720614922
Math_59,20251218_075532,20251218_075543,0.0035541806817329658,0.003519252652213688,0.007073433333946654
Compress_14,20251218_075532,20251218_075543,0.003506270500234665,0.003461503435761173,0.006967773935995838
Lang_62,20251218_075532,20251218_075543,0.003509326379767641,0.0034481913004840263,0.006957517680251667
Math_23,20251218_075532,20251218_075543,0.0034749389418593513,0.0034510633472810484,0.0069260022891404
Jsoup_77,20251218_075532,20251218_075543,0.00347924265305366,0.0034030755111790004,0.006882318164232661
Math_1,20251218_075532,20251218_075543,0.003448457602046817,0.0034326810284324412,0.006881138630479258
Time_15,20251218_075532,20251218_075543,0.00345310495674811,0.003416569887580722,0.006869674844328832
Collections_1,20251218_075532,20251218_075543,0.003431884260372442,0.0034150273480630707,0.006846911608435513
Time_18,20251218_075532,20251218_075543,0.003460590415643283,0.0033461736583974416,0.006806764074040725
Lang_21,20251218_075532,20251218_075543,0.0033505459670803983,0.003331134195490028,0.0066816801625704265
Math_56,20251218_075532,20251218_075543,0.003325011701646341,0.003293308199339621,0.006618319900985962
Closure_129,20251218_075532,20251218_075543,0.0032391112730516536,0.003228552087394806,0.006467663360446459
Chart_12,20251218_075532,20251218_075543,0.003203420374851884,0.003193582955677117,0.006397003330529001
Chart_2,20251218_075532,20251218_075543,0.0031386918800522245,0.0031255027279257774,0.006264194607978002
Closure_94,20251218_075532,20251218_075543,0.0031463401141780256,0.003091329573630768,0.006237669687808794
Cli_9,20251218_075532,20251218_075543,0.0031180108732025147,0.0031049344598493398,0.006222945333051854
Closure_4,20251218_075532,20251218_075543,0.003129059096677933,0.0030883878670453693,0.006217446963723302
Closure_136,20251218_075532,20251218_075543,0.0031460249683861186,0.003034351311935579,0.006180376280321698
JxPath_6,20251218_075532,20251218_075543,0.003119060548133712,0.003056244404588751,0.006175304952722463
Math_85,20251218_075532,20251218_075543,0.0030927999918193283,0.0030698736434274544,0.006162673635246783
Closure_49,20251218_075532,20251218_075543,0.0030702696221232006,0.0030499526254688606,0.006120222247592061
Compress_11,20251218_075532,20251218_075543,0.0030519432049895823,0.0030105146993365545,0.006062457904326137
Jsoup_62,20251218_075532,20251218_075543,0.0030582831898509077,0.002991159268283427,0.006049442458134335
Math_31,20251218_075532,20251218_075543,0.0030230042961501002,0.0030110683736847494,0.00603407266983485
Jsoup_90,20251218_075532,20251218_075543,0.002999473934494734,0.0029705374841281496,0.005970011418622884
Math_41,20251218_075532,20251218_075543,0.002951656145196102,0.0029446750044926986,0.005896331149688801
Lang_45,20251218_075532,20251218_075543,0.002945903129428107,0.002925770252334951,0.005871673381763058
Closure_80,20251218_075532,20251218_075543,0.0029304775822462936,0.0029093996338845664,0.00583987721613086
Closure_78,20251218_075532,20251218_075543,0.002920792881515588,0.002913145156508241,0.005833938038023829
Collections_3,20251218_075532,20251218_075543,0.0029121633532791513,0.0028386791742404487,0.0057508425275196
Chart_26,20251218_075532,20251218_075543,0.0028672205683097918,0.0028609837779695053,0.0057282043462792975
JxPath_1,20251218_075532,20251218_075543,0.0028589825589013795,0.002843635640988493,0.0057026181998898725
Math_79,20251218_075532,20251218_075543,0.0028495299495066018,0.0028162682670231313,0.005665798216529733
Chart_15,20251218_075532,20251218_075543,0.002828072187980979,0.0028098041392368945,0.0056378763272178735
Gson_4,20251218_075532,20251218_075543,0.0028206944743645046,0.0028106929967179894,0.005631387471082494
JacksonDatabind_34,20251218_075532,20251218_075543,0.0028000920775732574,0.0027929263830013045,0.005593018460574562
Closure_15,20251218_075532,20251218_075543,0.002819207784284794,0.002771788912638887,0.005590996696923681
Closure_85,20251218_075532,20251218_075543,0.0028060169861512385,0.0027768578125303978,0.005582874798681636
Lang_47,20251218_075532,20251218_075543,0.0027937698662789945,0.002783413208861351,0.005577183075140346
Math_35,20251218_075532,20251218_075543,0.002697708005356292,0.002685387761007757,0.005383095766364049
JacksonCore_9,20251218_075532,20251218_075543,0.002675830665271439,0.002660657795157606,0.005336488460429045
JxPath_16,20251218_075532,20251218_075543,0.0026500952545742695,0.002635162948756601,0.0052852582033308705
Jsoup_59,20251218_075532,20251218_075543,0.0026235039553008654,0.0026072594785127847,0.00523076343381365
JacksonDatabind_97,20251218_075532,20251218_075543,0.0026199685383441196,0.0026062594865881,0.00522622802493222
Math_100,20251218_075532,20251218_075543,0.002608535249579047,0.0025985173295014295,0.0052070525790804765
Chart_3,20251218_075532,20251218_075543,0.002618180875478604,0.002588798995307482,0.005206979870786086
Closure_61,20251218_075532,20251218_075543,0.002575748229644903,0.0025601384292920394,0.0051358866589369424
Chart_16,20251218_075532,20251218_075543,0.0025486901346782886,0.002534862862106551,0.005083552996784839
Lang_51,20251218_075532,20251218_075543,0.0025216939081291745,0.002513313392570259,0.005035007300699433
Collections_25,20251218_075532,20251218_075543,0.0025104579316366227,0.0024778321748297506,0.004988290106466373
JacksonDatabind_12,20251218_075532,20251218_075543,0.0025073055062339034,0.0024637610839816464,0.00497106659021555
Lang_3,20251218_075532,20251218_075543,0.0024869588166656076,0.0024801113158860293,0.004967070132551637
Chart_20,20251218_075532,20251218_075543,0.002474155263485267,0.0024604687611605265,0.0049346240246457935
Closure_53,20251218_075532,20251218_075543,0.0024230873929789176,0.002398484983396801,0.0048215723763757184
Closure_172,20251218_075532,20251218_075543,0.0024143218775216635,0.0024056901811280265,0.0048200120586496895
Closure_171,20251218_075532,20251218_075543,0.0024066625314598245,0.0023987410533504224,0.004805403584810247
Chart_11,20251218_075532,20251218_075543,0.0024079431144456986,0.0023960742673510434,0.0048040173817967425
JacksonDatabind_42,20251218_075532,20251218_075543,0.0023942495790703067,0.0023896713116589715,0.004783920890729278
Lang_5,20251218_075532,20251218_075543,0.0023744572869914826,0.0023678521974663594,0.004742309484457842
Jsoup_72,20251218_075532,20251218_075543,0.0023310849112081478,0.002308419181884831,0.004639504093092979
Gson_12,20251218_075532,20251218_075543,0.002318758132450638,0.0022940975785502235,0.004612855711000861
Codec_5,20251218_075532,20251218_075543,0.002252956976098286,0.002243617388327717,0.004496574364426003
Closure_124,20251218_075532,20251218_075543,0.0022624390345751255,0.0022184913845274823,0.004480930419102608
Closure_50,20251218_075532,20251218_075543,0.0022184262864908266,0.002209417778927571,0.0044278440654183975
Math_36,20251218_075532,20251218_075543,0.0021906256418360304,0.0021745067269533973,0.004365132368789428
Compress_45,20251218_075532,20251218_075543,0.002170632965271535,0.0021553696275606387,0.004326002592832174
Chart_7,20251218_075532,20251218_075543,0.002162797223618673,0.002160005021731635,0.004322802245350308
Lang_30,20251218_075532,20251218_075543,0.002156882825864459,0.00214030675124377,0.004297189577108229
